Reference number,Company Payment Type,Delivering City,Shipment Details,Cash on Delivery,Exp Delivery Fees,Shipment Status,Creation Date,Perfume_Count
2492F,الدفع بعد الوصول,Amman,كول واتر١٠٠,10,1٫5,No,9/26/2024 1:59:17 AM,1
2493F,الدفع بعد الوصول,Amman,فيري سكسي ١٠٠,0,1٫5,yes,9/26/2024 1:59:17 AM,1
2494F,الدفع بعد الوصول,South Aghwar,كوكو شانيل الاسود ١٠٠+ ٥٠/ ديور هوم انتنس١٠٠+ ٥٠,34,1٫75,No,9/26/2024 1:59:17 AM,4
2495F,الدفع بعد الوصول,Irbid,بلو شانيل ١٠٠/الترا ميل ٥٠/جريس ديور ١٠٠/جوتشي عود ستاتي٥٠,34,1٫75,yes,9/26/2024 1:59:17 AM,4
2496F,الدفع بعد الوصول,Amman,٢١٢ ستاتي٥٠,0,1٫5,yes,9/26/2024 1:59:17 AM,1
2497F,الدفع بعد الوصول,Tafilah,كوكو شانيل ١٠٠/سوفاج ١٠٠/ يو ٥٠/ليبر ٥٠,34,1٫75,yes,9/26/2024 1:59:17 AM,4
2498F,الدفع بعد الوصول,Amman,خمرة ٥٠/ الين ٥٠,0,1٫5,yes,9/26/2024 1:59:17 AM,2
2499F,الدفع بعد الوصول,Irbid,بلغري بور فيم ٥٠,12,1٫75,yes,9/26/2024 1:59:17 AM,1
24910F,الدفع بعد الوصول,Amman,امبر ليدذر ١٠٠/ دي مارلي بريسغال٥٠/ جين بول جلتر٥٠/ يو انتنسلي ١٠٠ عددثلاث ,34,1٫5,yes,9/26/2024 1:59:17 AM,6
24911F,الدفع بعد الوصول,Amman,واي ١٠٠/جوي ديور ٥٠/ماي واي ٥٠/,34,1٫5,yes,9/26/2024 1:59:17 AM,3
24912F,الدفع بعد الوصول,Amman,كريد افنتوس ١٠٠/ دولتشي دا ون الاسود ١٠٠/ كريد افنتوس٥٠/ بلو شانيل ٥٠,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24913F,الدفع بعد الوصول,Amman,جفنشي ارستبل ١٠٠/ ايروس١٠٠/ فيري سكسي ٥٠/ ارماني كود ٥٠,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24914F,الدفع بعد الوصول,Tafilah,الوسام ١٠٠/ماي واي١٠٠/ ٢١٢ رجالي٥٠/ ليبر ٥٠,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24915F,الدفع بعد الوصول,Amman,فرزاتشي بور هوم ١٠٠/ سوفاج ١٠٠/بلو شانيل ٥٠/ سي كيه ٥٠/ فيري سكسي ١٠٠,50,1٫5,yes,9/26/2024 1:59:17 AM,5
24916F,الدفع بعد الوصول,Irbid,ماي بيربري بلش ١٠٠/ نرسيسو باودر ١٠٠/دولتشي بور فيم انتنس ٥٠/ يو انتنسلي ٥٠,0,1٫75,yes,9/26/2024 1:59:17 AM,4
24917F,الدفع بعد الوصول,Amman,الين ٥٠/ جريس ديور ٥٠/خمرة ٥٠/ ارستبل ٥٠,20,1٫5,yes,9/26/2024 1:59:17 AM,4
24918F,الدفع بعد الوصول,Amman,اولمبيا ١٠٠ عدد٢/سي كيه ٥٠ عدد٢,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24919F,الدفع بعد الوصول,Mafraq,كريد افنتوس١٠٠/ سوفاج ١٠٠/ ايروس٥٠/ يو انتنسلي٥٠,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24920F,الدفع بعد الوصول,Amman,كريد افنتوس١٠٠/ اكوا جيو بروفومو١٠٠/ارماني كود ٥٠/ يو انتنسلي٥٠,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24921F,الدفع بعد الوصول,Salt,جفنشي ارستبل ١٠٠/كريد افنتوس١٠٠/امبر ليذر ٥٠/سكاندل رجالي٥٠,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24922F,الدفع بعد الوصول,Al-Azraq,ون مليون ١٠٠/بلاك افغانو١٠٠/ يو انتنسلي ٥٠/ مونتال عود ٥٠,34,1٫75,No,9/26/2024 1:59:17 AM,4
24923F,الدفع بعد الوصول,Aqaba,ليدي مليون ١٠٠/ لانترد جفنشي ١٠٠/سوفاج ٥٠/ ارماني كود٥٠,0,1٫75,yes,9/26/2024 1:59:17 AM,4
24924F,الدفع بعد الوصول,Zarqa,كريد افنتوس١٠٠ عدد٢,5,1٫75,No,9/26/2024 1:59:17 AM,2
24925F,الدفع بعد الوصول,Amman,انبريال فالي١٠٠,19,1٫5,yes,9/26/2024 1:59:17 AM,1
24926F,الدفع بعد الوصول,Irbid,فرزاتشي برايت كريستال ١٠٠/ ليبر انتنس١٠٠/ سي احمر ٥٠/كوكو مدموزيل ٥٠,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24927F,الدفع بعد الوصول,Amman,امبيريو ارماني ١٠٠/ يو ١٠٠/ ارماني كود ٥٠/ ايفوريا رجالي٥٠,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24928F,الدفع بعد الوصول,Zarqa,واي ١٠٠/ بلو شانيل ١٠٠/ مستر بيربري ٥٠/ جنتل مان جفنشي ٥٠,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24929F,الدفع بعد الوصول,Amman,دولتشي بور فيم انتنس ١٠٠/جيو الشفافه ١٠٠/سي كيه ون ٥٠/ شانيل شانس تندر٥٠,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24931F,الدفع بعد الوصول,Amman,ايروس ١٠٠/ بلو شانيل ١٠٠/فهرنهايت ٥٠/دنهل لندن ٥٠,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24932F,الدفع بعد الوصول,Rumtha,امبر ليذر ١٠٠,1,1٫75,yes,9/26/2024 1:59:17 AM,1
24933F,الدفع بعد الوصول,Amman,سوفاج ١٠٠/يو انتنسلي١٠٠/ ليبر ١٠٠/ ليبر ٥٠/ كل علبة بكيس ,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24935F,الدفع بعد الوصول,Zarqa,بلو شانيل ١٠٠/ سو سكاندل ١٠٠/ كوكو مدموزيل ٥٠/ بلاك اكس ٥٠,0,1٫75,yes,9/26/2024 1:59:17 AM,4
24936F,الدفع بعد الوصول,Amman,سوفاج الكسير ١٠٠/ ٢١٢ البرونزيه ٥٠/يو ستاتي ١٠٠/مس ديور ٥٠,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24938F,الدفع بعد الوصول,Ajlun,كوكو مدموزيل ١٠٠ عدد٢/سي البيج ٥٠ عدد٢,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24939F,الدفع بعد الوصول,Jarash,كريد افنتوس١٠٠/يو ١٠٠/بلو شانيل ٥٠/ايروس٥٠,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24940F,الدفع بعد الوصول,Amman,رجالي ١٠٠ عدد٢/ رجالي ٥٠ عدد٢/ ستاتي ١٠٠ عدد٢/ ستاتي ٥٠ عدد٢,68,1٫5,yes,9/26/2024 1:59:17 AM,6
24941F,الدفع بعد الوصول,Amman,اكوا جيو بروفومو١٠٠/ ايروس١٠٠/ ديور هوم سبورت ٥٠/ ايماجنيشن ٥٠,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24942F,الدفع بعد الوصول,Salt,جوتشي فلورا الزهريه ١٠٠,0,1٫75,yes,9/26/2024 1:59:17 AM,1
2491w,الدفع بعد الوصول,Amman,100مل ذا ون رجالي ,0,1٫5,yes,9/26/2024 1:59:17 AM,1
2492w,الدفع بعد الوصول,Madaba,100مل سكاندل بيرفيوم +100مل سترونجر ويذ يو انتتسلي +50مل نارسيسو فلور ميوزك+50مل ليبر ,0,1٫75,yes,9/26/2024 1:59:17 AM,4
2493w,الدفع بعد الوصول,Karak,100مل فرزاتشي كريستال برايت ابسولو+100مل كريد افنتوس +50مل بومبشل +50مل توم فورد بلاك اوركيد ,34,1٫75,yes,9/26/2024 1:59:17 AM,4
2494w,الدفع بعد الوصول,Amman,100مل بلو شانيل ,17,1٫5,yes,9/26/2024 1:59:17 AM,1
2495w,الدفع بعد الوصول,Amman,100مل سوفاج +100مل توم فورد اومبير ليذر +50مل سوفاج +50مل توم فورد اومبير ليذر ,34,1٫5,yes,9/26/2024 1:59:17 AM,4
2496w,الدفع بعد الوصول,Irbid,100مل اف سان لوران واي بلاك+100مل غوتشي جيلتي بلاك +50مل الور هوم سبورت +50مل اف سان لوران واي ,0,1٫75,yes,9/26/2024 1:59:17 AM,4
2497w,الدفع بعد الوصول,Irbid,100مل فرزاتشي ديلان بلو ستاتي +100مل ديلينا +50مل Ch ستاتي +50مل نارسيسو باودر ,34,1٫75,yes,9/26/2024 1:59:17 AM,4
2498w,الدفع بعد الوصول,Amman,100مل بربري هيرو +50مل ايلين ,0,1٫5,yes,9/26/2024 1:59:17 AM,2
2499w,الدفع بعد الوصول,Irbid,100مل نارسيسو روج+100مل لينترديت جفنشي +50مل ديلينا +50مل سي احمر ,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24910w,الدفع بعد الوصول,Amman,100مل سوفاج +100مل بلو شانيل +50مل توم فورد بلاك اوركيد +50مل سترونجر ويذ يو انتنسلي ,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24911w,الدفع بعد الوصول,Zarqa,100مل اف سان لوران واي +100مل اكوا دي جيو +50مل سترونجر ويذ يو انتنسلي +50مل توم فورد اومبير ليذر ,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24912w,الدفع بعد الوصول,Amman,100مل سوفاج +100مل ايروس +50مل توم فورد اومبير ليذر +50مل اكوا دي جيو ,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24913w,الدفع بعد الوصول,Irbid,100مل غوتشي فلورا عدد 2 +50مل دنهل ديزاير +50مل 212 ستاتي ,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24914w,الدفع بعد الوصول,Amman,100مل ليبر انتنس +100مل لانكوم ستاتي +50مل ارسيتستبل جفنشي +50مل بربري هير ,34,1٫5,yes,9/26/2024 1:59:17 AM,4
24915w,الدفع بعد الوصول,Irbid,100مل الوسام الرصاصي +100مل انا الابيض +50مل خمرة +50مل دارج الرصاصي ,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24916w,الدفع بعد الوصول,Amman,100مل قصة امبريال +100مل فرزاتشي كريستال برايت ,25,1٫5,No,9/26/2024 1:59:17 AM,2
24917w,الدفع بعد الوصول,Irbid,100مل جنتل مان جفنشي +100مل دولتشي غابانا كينغ +50مل كريد افنتوس +50مل ليبر ,34,1٫75,yes,9/26/2024 1:59:17 AM,4
24918w,الدفع بعد الوصول,Irbid,100مل امبير نوماد +100مل كول ووتر +50مل اومبير نوماد +50مل كول ووتر ,34,1٫75,No,9/26/2024 1:59:17 AM,4
24919w,الدفع بعد الوصول,Karak,100مل انفكتوس جولوجن +100مل كريد افنتوس +50مل سوفاج عدد 2 ,34,1٫75,yes,9/26/2024 1:59:18 AM,4
24920w,الدفع بعد الوصول,Amman,100مل جود جيرل +100مل سترونجر ويذ يو +50مل بلو شانيل +50مل توم فورد اومبير ليذر ,34,1٫5,yes,9/26/2024 1:59:18 AM,4
24921w,الدفع بعد الوصول,Amman,100مل سوفاج ,0,1٫5,yes,9/26/2024 1:59:18 AM,1
24922w,الدفع بعد الوصول,Irbid,100مل جورجيو ارماني +100مل فرزاتشي كريستال برايت+50مل سترونجر ويذ يو +50مل دولتشي غابانا ذا ون ,34,1٫75,No,9/26/2024 1:59:18 AM,4
24923w,الدفع بعد الوصول,Zarqa,50مل سوفاج ,10,1٫75,No,9/26/2024 1:59:18 AM,1
24924w,الدفع بعد الوصول,Amman,100مل توم فورد اومبير ليذر +100مل دولتشي غابانا ذا ون +50مل بلو شانيل عدد 2 ,34,1٫5,yes,9/26/2024 1:59:18 AM,4
24925w,الدفع بعد الوصول,Madaba,50مل مونت بلانك اكسبلور +50مل بلو شانيل ,20,1٫75,yes,9/26/2024 1:59:18 AM,2
24926w,الدفع بعد الوصول,Zarqa,100مل سوفاج +100مل سكلبتشر +50مل سوفاج +50مل سكلبتشر ,34,1٫75,yes,9/26/2024 1:59:18 AM,4
RTN24921w,الدفع بعد الوصول,Amman,100مل سوفاج ,0,1٫5,No,9/26/2024 11:05:29 AM,1
RTN24910F,الدفع بعد الوصول,Amman,امبر ليدذر ١٠٠/ دي مارلي بريسغال٥٠/ جين بول جلتر٥٠/ يو انتنسلي ١٠٠ عددثلاث ,0,1٫5,No,9/26/2024 11:44:16 AM,4
RTN24935F,الدفع بعد الوصول,Zarqa,بلو شانيل ١٠٠/ سو سكاندل ١٠٠/ كوكو مدموزيل ٥٠/ بلاك اكس ٥٠,0,1٫75,No,9/26/2024 11:45:10 AM,4
RTN1991F,الدفع بعد الوصول,Zarqa,ليبر ١٠٠ عدد ٢/ خمرة ١٠٠/ لاهوم كولجن بلو ١٠٠ عدد٢/ بلو شانيل ١٠٠,0,1٫75,No,9/26/2024 1:55:17 PM,6
RTN2496w,الدفع بعد الوصول,Irbid,100مل اف سان لوران واي بلاك+100مل غوتشي جيلتي بلاك +50مل الور هوم سبورت +50مل اف سان لوران واي ,0,1٫75,No,9/26/2024 2:20:44 PM,4
RTN2498F,الدفع بعد الوصول,Amman,خمرة ٥٠/ الين ٥٠,0,1٫5,No,9/26/2024 2:30:39 PM,2
RTN24932F,الدفع بعد الوصول,Rumtha,امبر ليذر ١٠٠,0,1٫75,No,9/26/2024 2:31:29 PM,1
RTN2498w,الدفع بعد الوصول,Amman,100مل بربري هيرو +50مل ايلين ,0,1٫5,No,9/26/2024 2:48:16 PM,2
RTN2493F,الدفع بعد الوصول,Amman,فيري سكسي ١٠٠,0,1٫5,No,9/26/2024 8:14:13 PM,1
2592F,الدفع بعد الوصول,Amman,يو انتنسلي ١٠٠/ديور هوم انتنس ١٠٠/امبر ليذر ٥٠/ باد بوي ٥٠,34,1٫5,yes,9/27/2024 11:52:40 PM,4
2593F,الدفع بعد الوصول,Amman,كوكو مدموزيل ٥٠,12,1٫5,yes,9/27/2024 11:52:40 PM,1
2594F,الدفع بعد الوصول,Amman,سكاندل رجالي١٠٠,19,1٫5,No,9/27/2024 11:52:40 PM,1
2595F,الدفع بعد الوصول,Karak,الور سبورت ١٠٠/ هوجو مطره ١٠٠/ لاكوست وايت ٥٠/جوتشي بلوم ٥٠,34,1٫75,yes,9/27/2024 11:52:40 PM,4
2596F,الدفع بعد الوصول,Salt,واي ١٠٠/كريد افنتوس١٠٠/ارماني كود ٥٠/ يو انتنتنسلي٥٠,34,1٫75,yes,9/27/2024 11:52:40 PM,4
2597F,الدفع بعد الوصول,Amman,امبر ليذر ١٠٠/جيو بروفومو١٠٠/،هوجو مطرة ٥٠/ديور هوم انتنس ٥٠,34,1٫5,yes,9/27/2024 11:52:40 PM,4
2598F,الدفع بعد الوصول,Zarqa,سبايس بومب اكستريم ١٠٠/ الترا ميل ١٠٠/يو ٥٠/ بلو شانيل ٥٠,34,1٫75,yes,9/27/2024 11:52:40 PM,4
2599F,الدفع بعد الوصول,Amman,اولمبيا ١٠٠/ بلو شانيل ١٠٠,25,1٫5,yes,9/27/2024 11:52:40 PM,2
25910F,الدفع بعد الوصول,Zarqa,كول واتر٥٠/جيو الشفافه ١٠٠,0,1٫75,yes,9/27/2024 11:52:40 PM,2
25911F,الدفع بعد الوصول,Amman,ايروس١٠٠/ليس سابل روز ١٠٠/فلانتينو اومو٥٠/ باد بوي ٥٠,34,1٫5,yes,9/27/2024 11:52:40 PM,4
25912F,الدفع بعد الوصول,Amman,امبر ليذر ١٠٠/ امبر نوماد ١٠٠/ذا ون ٥٠/ الترا ميل ٥٠,34,1٫5,yes,9/27/2024 11:52:40 PM,4
25914F,الدفع بعد الوصول,Zarqa,ايروس ١٠٠,19,1٫75,yes,9/27/2024 11:52:41 PM,1
25915F,الدفع بعد الوصول,Amman,ماي سيلف اف سان لوران ١٠٠,19,1٫5,yes,9/27/2024 11:52:41 PM,1
25916F,الدفع بعد الوصول,Jarash,ليبر انتنس ١٠٠ عدد٢/مس ديور ٥٠/ سكاندل ٥٠,34,1٫75,yes,9/27/2024 11:52:41 PM,4
25917F,الدفع بعد الوصول,Amman,بيربري جولد ستاتي ٥٠,0,1٫5,yes,9/27/2024 11:52:41 PM,1
25918F,الدفع بعد الوصول,Amman,الترا ميل ١٠٠,0,1٫5,yes,9/27/2024 11:52:41 PM,1
25919F,الدفع بعد الوصول,Amman,انا الملك ١٠٠ عدد٢,25,1٫5,No,9/27/2024 11:52:41 PM,2
25920F,الدفع بعد الوصول,Amman,امبر نوماد ١٠٠/اوراج ١٠٠/ جوتشي انتنس ٥٠ عدد٢,34,1٫5,yes,9/27/2024 11:52:41 PM,4
25921F,الدفع بعد الوصول,Salt,ايستل لورد ١٠٠ عدد٢,25,1٫75,yes,9/27/2024 11:52:41 PM,2
25922F,الدفع بعد الوصول,Amman,ذا ون ستاتي ٥٠,0,1٫5,yes,9/27/2024 11:52:41 PM,1
25923F,الدفع بعد الوصول,Amman,سًوفاج ١٠٠,19,1٫5,No,9/27/2024 11:52:41 PM,1
25925F,الدفع بعد الوصول,Salt,فلانتينو بورن ان روا ستاتي ١٠٠,19,1٫75,No,9/27/2024 11:52:41 PM,1
25926F,الدفع بعد الوصول,Amman,سوفاج ١٠٠/سوفاج الكسير ١٠٠/كريد افنتوس٥٠/ بلو شانيل ٥٠,34,1٫5,yes,9/27/2024 11:52:41 PM,4
25928F,الدفع بعد الوصول,Amman,الترا ميل ١٠٠/ هج سنت ١٠٠/ ٢١٢ سكسي ٥٠/ سكاندل رجالي ٥٠,34,1٫5,yes,9/27/2024 11:52:41 PM,4
25929F,الدفع بعد الوصول,Irbid,بلو شانيل ١٠٠/يو ١٠٠/ايروس ٥٠ عدد٢,34,1٫75,yes,9/27/2024 11:52:41 PM,4
25930F,الدفع بعد الوصول,Amman,واي ١٠٠,0,1٫5,yes,9/27/2024 11:52:41 PM,1
25931F,الدفع بعد الوصول,Amman,سكاندل رحالي١٠٠,19,1٫5,No,9/27/2024 11:52:41 PM,1
25932F,الدفع بعد الوصول,Karak,ايروس ١٠٠/دولتشي كنج ١٠٠/ دولتشي ذا اونلي ون ٥٠/ ليبر٥٠,0,1٫75,yes,9/27/2024 11:52:41 PM,4
25933F,الدفع بعد الوصول,Amman,ايرووس ١٠٩/ بلو شانيل ١٠٠/فهرنهايت ٥٠ عدد٢,34,1٫5,yes,9/27/2024 11:52:41 PM,4
25934F,الدفع بعد الوصول,Amman,فيري سكسي ١٠٠,19,1٫5,yes,9/27/2024 11:52:41 PM,1
25935F,الدفع بعد الوصول,Salt,فلانتينو صوره ١٠٠/ ليبر٥٠/ ارماني كود ٥٠,34,1٫75,yes,9/27/2024 11:52:41 PM,3
2592w,الدفع بعد الوصول,Amman,100مل اومبير نوماد ,0,1٫5,yes,9/27/2024 11:52:41 PM,1
2593w,الدفع بعد الوصول,Amman,100مل سوفاج الكسير عدد 2 +50مل توباكو تاتش عدد 2 ,25,1٫5,yes,9/27/2024 11:52:41 PM,4
2594w,الدفع بعد الوصول,Amman,100مل سوفاج +100مل سوفاج الكسير +50مل كول ووتر +50مل كلافن كلين ايفوريا ,34,1٫5,yes,9/27/2024 11:52:41 PM,4
2595w,الدفع بعد الوصول,Irbid,100مل سترونجر ويذ يو انتنسلي +100مل سوفاج ,0,1٫75,yes,9/27/2024 11:52:41 PM,2
2597w,الدفع بعد الوصول,Amman,100مل فرزاتشي ديلان بلو ستاتي +100مل دولتشي غابانا ذا ون ستاتي +50مل ليبر +50مل سكاندل ستاتي ,34,1٫5,yes,9/27/2024 11:52:41 PM,4
2598w,الدفع بعد الوصول,Irbid,100مل توم فورد اومبير ليذر +100مل ليبر +50مل غوتشي فلورا +50مل كريد افنتوس ,34,1٫75,yes,9/27/2024 11:52:41 PM,4
2599w,الدفع بعد الوصول,Amman,100مل ايروس +100مل التراميل +50مل اف سان لوران واي +50مل سوفاج ,34,1٫5,yes,9/27/2024 11:52:41 PM,4
25910w,الدفع بعد الوصول,Zarqa,100مل دولتشي غابانا ذا ون +100مل كليفن كلين ايفوريا +50مل دولتشي غابانا ذا ون +50مل عود اصفهان ,34,1٫75,yes,9/27/2024 11:52:41 PM,4
25911w,الدفع بعد الوصول,Amman,100مل نيشان ,17,1٫5,yes,9/27/2024 11:52:41 PM,1
25916w,الدفع بعد الوصول,Amman,100مل تيريزور ميد نايت +100مل التراميل +50مل لانترديت روج +50مل لاني تيفور مد نايت,34,1٫5,yes,9/27/2024 11:52:41 PM,4
25917w,الدفع بعد الوصول,Amman,100مل برادا عدد 2+50مل سكاندل +50مل ارسيتستبل جفنشي ,34,1٫5,yes,9/27/2024 11:52:41 PM,4
25918w,الدفع بعد الوصول,Russeifa,100مل كريد افنتوس ابسولو ,17,1٫75,No,9/27/2024 11:52:41 PM,1
25919w,الدفع بعد الوصول,Amman,100مل ميدنايت تروزور+100مل Ch رجالي بلاك ,0,1٫5,yes,9/27/2024 11:52:41 PM,2
25920w,الدفع بعد الوصول,Amman,100مل دولتشي غابانا كينغ +100مل غوتشي عود +50مل فرزاتشي كريستال برايت +50مل ايفوريا ,0,1٫5,yes,9/27/2024 11:52:41 PM,4
25921w,الدفع بعد الوصول,Russeifa,100مل كريد افنتوس ابسولو عدد 2 +50مل باد بوي عدد 2 ,34,1٫75,yes,9/27/2024 11:52:41 PM,4
25922w,الدفع بعد الوصول,Amman,100مل جادور ديور عدد 2 +50مل 212 روز +212 سلفر ,34,1٫5,No,9/27/2024 11:52:41 PM,4
